path,filename,width,height,classe,xmin,ymin,xmax,ymax,index
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-23-21.jpg,1280,720,corneille,750,297,762,304,2777
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-23-21.jpg,1280,720,ground,736,295,748,302,2778
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-23-38.jpg,1280,720,corneille,856,279,866,287,2779
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-23-38.jpg,1280,720,ground,844,277,854,285,2780
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-23-55.jpg,1280,720,corneille,838,276,846,284,2781
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-23-55.jpg,1280,720,ground,829,274,837,282,2782
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-24-12.jpg,1280,720,corneille,768,282,774,290,2783
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-24-12.jpg,1280,720,ground,760,280,766,288,2784
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-24-28.jpg,1280,720,corneille,824,270,831,277,2785
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-24-28.jpg,1280,720,ground,815,268,822,275,2786
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-24-45.jpg,1280,720,corneille,938,250,945,259,2787
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-24-45.jpg,1280,720,ground,929,248,936,257,2788
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-25-02.jpg,1280,720,corneille,1048,232,1054,240,2789
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-25-02.jpg,1280,720,ground,1040,230,1046,238,2790
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-25-18.jpg,1280,720,corneille,1113,226,1120,235,2791
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-25-18.jpg,1280,720,ground,1104,224,1111,233,2792
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-28-22.jpg,1280,720,corneille,788,299,797,311,2793
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-28-22.jpg,1280,720,ground,777,297,786,309,2794
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-28-39.jpg,1280,720,corneille,924,287,931,297,2795
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-28-39.jpg,1280,720,ground,915,285,922,295,2796
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-28-56.jpg,1280,720,corneille,846,309,859,322,2797
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-28-56.jpg,1280,720,ground,831,307,844,320,2798
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-29-13.jpg,1280,720,corneille,747,349,767,365,2799
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-29-13.jpg,1280,720,ground,725,347,745,363,2800
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-29-29.jpg,1280,720,corneille,570,394,594,409,2801
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-29-29.jpg,1280,720,ground,544,392,568,407,2802
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-29-46.jpg,1280,720,corneille,399,411,416,427,2803
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-29-46.jpg,1280,720,ground,380,409,397,425,2804
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-30-03.jpg,1280,720,corneille,163,432,174,447,2805
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-30-03.jpg,1280,720,ground,150,430,161,445,2806
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-30-19.jpg,1280,720,corneille,306,387,313,397,2807
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-30-19.jpg,1280,720,ground,297,385,304,395,2808
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-30-36.jpg,1280,720,corneille,321,375,330,381,2809
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-30-36.jpg,1280,720,ground,310,373,319,379,2810
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-30-53.jpg,1280,720,corneille,218,386,224,395,2811
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-30-53.jpg,1280,720,ground,209,384,215,393,2812
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-31-09.jpg,1280,720,incertain,414,350,420,360,2813
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-31-09.jpg,1280,720,ground,406,348,412,358,2814
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-31-26.jpg,1280,720,corneille,464,335,469,342,2815
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-31-26.jpg,1280,720,ground,457,333,462,340,2816
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-31-43.jpg,1280,720,corneille,567,315,572,321,2817
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-31-43.jpg,1280,720,ground,560,313,565,319,2818
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-31-59.jpg,1280,720,corneille,677,298,683,306,2819
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-31-59.jpg,1280,720,ground,669,296,675,304,2820
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-32-16.jpg,1280,720,corneille,793,284,801,291,2821
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-32-16.jpg,1280,720,ground,783,282,791,289,2822
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-32-33.jpg,1280,720,corneille,931,265,940,274,2823
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-32-33.jpg,1280,720,ground,920,263,929,272,2824
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-32-50.jpg,1280,720,corneille,975,252,981,261,2825
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-32-50.jpg,1280,720,ground,967,250,973,259,2826
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-33-06.jpg,1280,720,corneille,941,253,948,260,2827
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-33-06.jpg,1280,720,ground,932,251,939,258,2828
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-33-23.jpg,1280,720,corneille,810,273,817,280,2829
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-33-23.jpg,1280,720,ground,801,271,808,278,2830
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-44-31.jpg,1280,720,corneille,10,505,41,527,2831
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-44-31.jpg,1280,720,ground,43,503,74,525,2832
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-45-55.jpg,1280,720,corneille,145,554,165,584,2833
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-45-55.jpg,1280,720,ground,123,552,143,582,2834
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-46-11.jpg,1280,720,corneille,689,435,710,460,2835
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-46-11.jpg,1280,720,ground,666,433,687,458,2836
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-46-28.jpg,1280,720,corneille,930,341,946,365,2837
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-46-28.jpg,1280,720,ground,912,339,928,363,2838
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-46-45.jpg,1280,720,corneille,669,353,681,369,2839
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-46-45.jpg,1280,720,ground,655,351,667,367,2840
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-01.jpg,1280,720,corneille,741,325,753,337,2841
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-01.jpg,1280,720,ground,727,323,739,335,2842
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-18.jpg,1280,720,corneille,928,294,943,306,2843
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-18.jpg,1280,720,ground,911,292,926,304,2844
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-18.jpg,1280,720,corneille,958,410,977,447,2845
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-18.jpg,1280,720,ground,937,408,956,445,2846
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-35.jpg,1280,720,corneille,1174,259,1190,268,2847
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-35.jpg,1280,720,ground,1156,257,1172,266,2848
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-35.jpg,1280,720,corneille,1030,329,1051,349,2849
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-35.jpg,1280,720,ground,1007,327,1028,347,2850
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-51.jpg,1280,720,corneille,1031,307,1050,324,2851
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-51.jpg,1280,720,ground,1010,305,1029,322,2852
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-51.jpg,1280,720,corneille,1046,267,1054,274,2853
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-47-51.jpg,1280,720,ground,1036,265,1044,272,2854
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-08.jpg,1280,720,corneille,841,312,850,325,2855
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-08.jpg,1280,720,ground,830,310,839,323,2856
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-08.jpg,1280,720,corneille,1051,252,1061,262,2857
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-08.jpg,1280,720,ground,1039,250,1049,260,2858
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-25.jpg,1280,720,corneille,905,273,916,281,2859
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-25.jpg,1280,720,ground,892,271,903,279,2860
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-25.jpg,1280,720,corneille,737,313,750,324,2861
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-25.jpg,1280,720,ground,722,311,735,322,2862
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-41.jpg,1280,720,corneille,672,317,679,326,2863
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-41.jpg,1280,720,ground,663,315,670,324,2864
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-41.jpg,1280,720,corneille,1068,240,1077,249,2865
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-41.jpg,1280,720,ground,1057,238,1066,247,2866
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-58.jpg,1280,720,corneille,564,331,571,341,2867
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-58.jpg,1280,720,ground,555,329,562,339,2868
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-58.jpg,1280,720,corneille,997,248,1006,256,2869
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-48-58.jpg,1280,720,ground,986,246,995,254,2870
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-15.jpg,1280,720,corneille,649,312,656,321,2871
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-15.jpg,1280,720,ground,640,310,647,319,2872
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-15.jpg,1280,720,corneille,903,259,908,267,2873
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-15.jpg,1280,720,ground,896,257,901,265,2874
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-32.jpg,1280,720,corneille,744,292,751,300,2875
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-32.jpg,1280,720,ground,735,290,742,298,2876
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-32.jpg,1280,720,corneille,1078,229,1086,236,2877
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-32.jpg,1280,720,ground,1068,227,1076,234,2878
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-48.jpg,1280,720,corneille,889,268,898,275,2879
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-48.jpg,1280,720,ground,878,266,887,273,2880
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-48.jpg,1280,720,corneille,1226,203,1233,210,2881
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-49-48.jpg,1280,720,ground,1217,201,1224,208,2882
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-50-05.jpg,1280,720,corneille,1041,243,1051,250,2883
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-50-05.jpg,1280,720,ground,1029,241,1039,248,2884
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-50-22.jpg,1280,720,corneille,1032,241,1040,247,2885
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-50-22.jpg,1280,720,ground,1022,239,1030,245,2886
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-50-38.jpg,1280,720,corneille,1053,229,1060,235,2887
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-50-38.jpg,1280,720,ground,1044,227,1051,233,2888
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-50-38.jpg,1280,720,corneille,955,248,962,257,2889
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-50-38.jpg,1280,720,ground,946,246,953,255,2890
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-50-55.jpg,1280,720,corneille,847,266,853,271,2891
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-50-55.jpg,1280,720,ground,839,264,845,269,2892
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-51-12.jpg,1280,720,corneille,767,281,774,287,2893
./DonneesPI/timeLapsePhotos_Pi1_3,image_2019-05-30_16-51-12.jpg,1280,720,ground,758,279,765,285,2894
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_15-13-41.jpg,1280,720,corneille,1079,1,1090,12,2895
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_15-13-41.jpg,1280,720,ground,1065,3,1076,14,2896
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_15-13-58.jpg,1280,720,corneille,1043,1,1051,10,2897
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_15-13-58.jpg,1280,720,ground,1031,3,1039,12,2898
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_15-14-14.jpg,1280,720,corneille,977,8,991,19,2899
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_15-14-14.jpg,1280,720,ground,960,6,974,17,2900
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_15-14-31.jpg,1280,720,corneille,1021,3,1033,13,2901
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_15-14-31.jpg,1280,720,ground,1005,2,1017,12,2902
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-43-03.jpg,1280,720,corneille,896,10,907,20,2903
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-43-03.jpg,1280,720,ground,882,8,893,18,2904
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-43-19.jpg,1280,720,corneille,944,7,953,18,2905
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-43-19.jpg,1280,720,ground,932,5,941,16,2906
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-43-36.jpg,1280,720,corneille,944,11,955,18,2907
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-43-36.jpg,1280,720,ground,930,9,941,16,2908
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-43-53.jpg,1280,720,corneille,943,10,955,18,2909
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-43-53.jpg,1280,720,ground,928,8,940,16,2910
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-44-09.jpg,1280,720,corneille,946,11,953,18,2911
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-44-09.jpg,1280,720,ground,935,9,942,16,2912
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-44-26.jpg,1280,720,corneille,943,11,954,19,2913
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-44-26.jpg,1280,720,ground,929,9,940,17,2914
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-44-43.jpg,1280,720,corneille,944,10,955,18,2915
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-44-43.jpg,1280,720,ground,930,8,941,16,2916
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-44-59.jpg,1280,720,corneille,942,11,955,18,2917
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_16-44-59.jpg,1280,720,ground,926,9,939,16,2918
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-04-25.jpg,1280,720,corneille,1116,26,1133,40,2919
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-04-25.jpg,1280,720,ground,1096,24,1113,38,2920
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-04-41.jpg,1280,720,corneille,1116,22,1127,42,2921
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-04-41.jpg,1280,720,ground,1102,20,1113,40,2922
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-04-58.jpg,1280,720,corneille,1102,22,1114,37,2923
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-04-58.jpg,1280,720,ground,1087,20,1099,35,2924
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-05-15.jpg,1280,720,corneille,1026,26,1037,40,2925
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-05-15.jpg,1280,720,ground,1013,24,1024,38,2926
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-05-31.jpg,1280,720,corneille,939,31,955,45,2927
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-05-31.jpg,1280,720,ground,920,29,936,43,2928
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-05-48.jpg,1280,720,corneille,827,43,839,57,2929
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-05-48.jpg,1280,720,ground,812,41,824,55,2930
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-06-05.jpg,1280,720,corneille,776,46,792,57,2931
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-06-05.jpg,1280,720,ground,759,44,775,55,2932
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-06-21.jpg,1280,720,corneille,748,48,758,58,2933
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-06-21.jpg,1280,720,ground,735,46,745,56,2934
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-06-38.jpg,1280,720,incertain,755,52,764,60,2935
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-06-38.jpg,1280,720,ground,744,50,753,58,2936
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-06-55.jpg,1280,720,corneille,755,51,768,59,2937
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-06-55.jpg,1280,720,ground,739,49,752,57,2938
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-07-11.jpg,1280,720,corneille,757,51,770,58,2939
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-07-11.jpg,1280,720,ground,742,49,755,56,2940
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-07-28.jpg,1280,720,corneille,768,48,779,56,2941
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-07-28.jpg,1280,720,ground,755,46,766,54,2942
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-07-45.jpg,1280,720,corneille,770,48,781,56,2943
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-07-45.jpg,1280,720,ground,757,46,768,54,2944
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-08-35.jpg,1280,720,corneille,819,38,831,48,2945
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-08-35.jpg,1280,720,ground,804,36,816,46,2946
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-09-24.jpg,1280,720,corneille,821,39,833,48,2947
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-09-24.jpg,1280,720,ground,807,37,819,46,2948
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-12-11.jpg,1280,720,corneille,928,24,943,31,2949
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-12-11.jpg,1280,720,ground,911,22,926,29,2950
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-12-11.jpg,1280,720,corneille,840,35,851,47,2951
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-12-11.jpg,1280,720,ground,827,33,838,45,2952
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-21-21.jpg,1280,720,corneille,976,53,994,70,2953
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-21-21.jpg,1280,720,ground,956,51,974,68,2954
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-21-37.jpg,1280,720,corneille,998,56,1009,73,2955
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-21-37.jpg,1280,720,ground,984,54,995,71,2956
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-21-54.jpg,1280,720,corneille,992,84,1005,101,2957
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-21-54.jpg,1280,720,ground,977,82,990,99,2958
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-22-11.jpg,1280,720,corneille,1050,111,1065,134,2959
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-22-11.jpg,1280,720,ground,1033,109,1048,132,2960
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-22-27.jpg,1280,720,corneille,1062,125,1079,149,2961
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-22-27.jpg,1280,720,ground,1042,123,1059,147,2962
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-22-44.jpg,1280,720,corneille,930,169,961,194,2963
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-22-44.jpg,1280,720,ground,896,167,927,192,2964
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-23-01.jpg,1280,720,corneille,639,231,669,259,2965
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-23-01.jpg,1280,720,ground,606,229,636,257,2966
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-23-17.jpg,1280,720,corneille,394,241,424,276,2967
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-23-17.jpg,1280,720,ground,361,239,391,274,2968
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-23-34.jpg,1280,720,corneille,288,322,317,357,2969
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-23-34.jpg,1280,720,ground,257,320,286,355,2970
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-23-51.jpg,1280,720,corneille,743,319,775,357,2971
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-23-51.jpg,1280,720,ground,709,317,741,355,2972
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-24-07.jpg,1280,720,corneille,1049,284,1105,333,2973
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_17-24-07.jpg,1280,720,ground,991,282,1047,331,2974
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_20-31-56.jpg,1280,720,cheval,95,40,127,61,2975
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_20-31-56.jpg,1280,720,ground,61,38,93,59,2976
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_20-31-56.jpg,1280,720,cheval,162,31,193,53,2977
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-05_20-31-56.jpg,1280,720,ground,195,29,226,51,2978
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_07-01-25.jpg,1280,720,chevreuil,512,110,567,144,2979
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_07-01-25.jpg,1280,720,ground,455,108,510,142,2980
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_07-01-42.jpg,1280,720,chevreuil,864,36,896,69,2981
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_07-01-42.jpg,1280,720,ground,830,34,862,67,2982
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,corneille,30,275,47,285,2983
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,ground,11,273,28,283,2984
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,corneille,389,163,396,173,2985
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,ground,380,161,387,171,2986
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,corneille,458,159,466,169,2987
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,ground,448,157,456,167,2988
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,corneille,284,177,299,190,2989
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,ground,267,175,282,188,2990
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,corneille,515,110,527,123,2991
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,ground,502,108,514,121,2992
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,corneille,592,92,601,105,2993
./DonneesPI/timeLapsePhotos_Pi1_2,image_2019-04-06_08-28-24.jpg,1280,720,ground,582,90,591,103,2994
