path,filename,width,height,classe,xmin,ymin,xmax,ymax,index,imagetteName
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_18-58-14.jpg,1280,720,cheval,88,404,124,428,3257,image_2019-04-18_18-58-14_cheval_3257.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_18-58-14.jpg,1280,720,ground,49,402,85,426,3258,image_2019-04-18_18-58-14_ground_3258.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_18-58-14.jpg,1280,720,cheval,131,401,153,422,3259,image_2019-04-18_18-58-14_cheval_3259.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_18-58-14.jpg,1280,720,ground,137,424,159,445,3260,image_2019-04-18_18-58-14_ground_3260.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_18-58-14.jpg,1280,720,cheval,179,395,198,417,3261,image_2019-04-18_18-58-14_cheval_3261.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_18-58-14.jpg,1280,720,ground,200,393,219,415,3262,image_2019-04-18_18-58-14_ground_3262.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_18-58-14.jpg,1280,720,ombre,860,506,883,522,3263,image_2019-04-18_18-58-14_ombre_3263.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_18-58-14.jpg,1280,720,ground,885,504,908,520,3264,image_2019-04-18_18-58-14_ground_3264.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-06-01.jpg,1280,720,cheval,385,374,407,387,3265,image_2019-04-18_19-06-01_cheval_3265.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-06-01.jpg,1280,720,ground,409,372,431,385,3266,image_2019-04-18_19-06-01_ground_3266.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-06-17.jpg,1280,720,cheval,183,395,202,412,3267,image_2019-04-18_19-06-17_cheval_3267.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-06-17.jpg,1280,720,ground,163,393,182,410,3268,image_2019-04-18_19-06-17_ground_3268.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-06-17.jpg,1280,720,cheval,214,395,229,410,3269,image_2019-04-18_19-06-17_cheval_3269.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-06-17.jpg,1280,720,ground,230,393,245,408,3270,image_2019-04-18_19-06-17_ground_3270.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-06-34.jpg,1280,720,cheval,129,403,143,423,3271,image_2019-04-18_19-06-34_cheval_3271.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-06-34.jpg,1280,720,ground,112,401,126,421,3272,image_2019-04-18_19-06-34_ground_3272.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-06-51.jpg,1280,720,cheval,1,414,36,437,3273,image_2019-04-18_19-06-51_cheval_3273.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-06-51.jpg,1280,720,ground,38,412,73,435,3274,image_2019-04-18_19-06-51_ground_3274.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-12-42.jpg,1280,720,cheval,434,370,450,381,3275,image_2019-04-18_19-12-42_cheval_3275.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-12-42.jpg,1280,720,ground,452,368,468,379,3276,image_2019-04-18_19-12-42_ground_3276.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-12-58.jpg,1280,720,cheval,278,390,293,402,3277,image_2019-04-18_19-12-58_cheval_3277.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-12-58.jpg,1280,720,ground,295,388,310,400,3278,image_2019-04-18_19-12-58_ground_3278.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-13-15.jpg,1280,720,cheval,56,413,75,429,3279,image_2019-04-18_19-13-15_cheval_3279.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-13-15.jpg,1280,720,ground,79,411,98,427,3280,image_2019-04-18_19-13-15_ground_3280.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-15-45.jpg,1280,720,incertain,727,317,742,324,3281,image_2019-04-18_19-15-45_incertain_3281.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-15-45.jpg,1280,720,ground,710,315,725,322,3282,image_2019-04-18_19-15-45_ground_3282.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-21-19.jpg,1280,720,avion,999,32,1013,43,3283,image_2019-04-18_19-21-19_avion_3283.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-21-19.jpg,1280,720,ground,983,30,997,41,3284,image_2019-04-18_19-21-19_ground_3284.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-34-41.jpg,1280,720,cheval,189,392,223,413,3285,image_2019-04-18_19-34-41_cheval_3285.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-34-41.jpg,1280,720,ground,153,390,187,411,3286,image_2019-04-18_19-34-41_ground_3286.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-34-58.jpg,1280,720,cheval,443,364,466,383,3287,image_2019-04-18_19-34-58_cheval_3287.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-34-58.jpg,1280,720,ground,418,362,441,381,3288,image_2019-04-18_19-34-58_ground_3288.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-45-49.jpg,1280,720,incertain,284,325,294,335,3289,image_2019-04-18_19-45-49_incertain_3289.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_19-45-49.jpg,1280,720,ground,272,323,282,333,3290,image_2019-04-18_19-45-49_ground_3290.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_20-31-21.jpg,1280,720,incertain,503,335,524,346,3291,image_2019-04-18_20-31-21_incertain_3291.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_20-31-21.jpg,1280,720,ground,526,333,547,344,3292,image_2019-04-18_20-31-21_ground_3292.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_20-31-54.jpg,1280,720,incertain,192,373,208,387,3293,image_2019-04-18_20-31-54_incertain_3293.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_20-31-54.jpg,1280,720,ground,174,371,190,385,3294,image_2019-04-18_20-31-54_ground_3294.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_20-38-51.jpg,1280,720,incertain,5,86,14,94,3295,image_2019-04-18_20-38-51_incertain_3295.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_20-38-51.jpg,1280,720,ground,17,84,26,92,3296,image_2019-04-18_20-38-51_ground_3296.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_20-38-51.jpg,1280,720,incertain,5,154,17,167,3297,image_2019-04-18_20-38-51_incertain_3297.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_20-38-51.jpg,1280,720,ground,19,152,31,165,3298,image_2019-04-18_20-38-51_ground_3298.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_20-38-51.jpg,1280,720,incertain,92,122,125,134,3299,image_2019-04-18_20-38-51_incertain_3299.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-18_20-38-51.jpg,1280,720,ground,90,107,123,119,3300,image_2019-04-18_20-38-51_ground_3300.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_06-57-29.jpg,1280,720,avion,74,192,111,210,3301,image_2019-04-19_06-57-29_avion_3301.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_06-57-29.jpg,1280,720,ground,113,190,150,208,3302,image_2019-04-19_06-57-29_ground_3302.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_06-57-46.jpg,1280,720,avion,55,179,87,198,3303,image_2019-04-19_06-57-46_avion_3303.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_06-57-46.jpg,1280,720,ground,89,177,121,196,3304,image_2019-04-19_06-57-46_ground_3304.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_06-58-03.jpg,1280,720,avion,43,168,80,190,3305,image_2019-04-19_06-58-03_avion_3305.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_06-58-03.jpg,1280,720,ground,82,166,119,188,3306,image_2019-04-19_06-58-03_ground_3306.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_06-58-19.jpg,1280,720,avion,23,152,57,176,3307,image_2019-04-19_06-58-19_avion_3307.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_06-58-19.jpg,1280,720,ground,59,150,93,174,3308,image_2019-04-19_06-58-19_ground_3308.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_06-58-36.jpg,1280,720,avion,5,138,36,158,3309,image_2019-04-19_06-58-36_avion_3309.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_06-58-36.jpg,1280,720,ground,37,136,68,156,3310,image_2019-04-19_06-58-36_ground_3310.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-18-37.jpg,1280,720,voiture,779,326,812,333,3311,image_2019-04-19_09-18-37_voiture_3311.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-18-37.jpg,1280,720,ground,813,324,846,331,3312,image_2019-04-19_09-18-37_ground_3312.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-18-54.jpg,1280,720,voiture,173,390,232,416,3313,image_2019-04-19_09-18-54_voiture_3313.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-18-54.jpg,1280,720,ground,234,388,293,414,3314,image_2019-04-19_09-18-54_ground_3314.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-19-10.jpg,1280,720,voiture,149,393,217,418,3315,image_2019-04-19_09-19-10_voiture_3315.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-19-10.jpg,1280,720,ground,219,391,287,416,3316,image_2019-04-19_09-19-10_ground_3316.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-19-27.jpg,1280,720,voiture,150,391,214,419,3317,image_2019-04-19_09-19-27_voiture_3317.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-19-27.jpg,1280,720,ground,216,389,280,417,3318,image_2019-04-19_09-19-27_ground_3318.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-19-44.jpg,1280,720,voiture,153,392,212,419,3319,image_2019-04-19_09-19-44_voiture_3319.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-19-44.jpg,1280,720,ground,214,390,273,417,3320,image_2019-04-19_09-19-44_ground_3320.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-20-00.jpg,1280,720,voiture,153,391,213,417,3321,image_2019-04-19_09-20-00_voiture_3321.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-20-00.jpg,1280,720,ground,215,389,275,415,3322,image_2019-04-19_09-20-00_ground_3322.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-20-17.jpg,1280,720,voiture,150,392,214,419,3323,image_2019-04-19_09-20-17_voiture_3323.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-20-17.jpg,1280,720,ground,216,390,280,417,3324,image_2019-04-19_09-20-17_ground_3324.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-20-34.jpg,1280,720,voiture,153,392,214,419,3325,image_2019-04-19_09-20-34_voiture_3325.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-20-34.jpg,1280,720,ground,216,390,277,417,3326,image_2019-04-19_09-20-34_ground_3326.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-20-51.jpg,1280,720,voiture,152,392,214,419,3327,image_2019-04-19_09-20-51_voiture_3327.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-20-51.jpg,1280,720,ground,216,390,278,417,3328,image_2019-04-19_09-20-51_ground_3328.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-21-07.jpg,1280,720,voiture,153,392,213,417,3329,image_2019-04-19_09-21-07_voiture_3329.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-21-07.jpg,1280,720,ground,215,390,275,415,3330,image_2019-04-19_09-21-07_ground_3330.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-21-24.jpg,1280,720,voiture,154,392,214,418,3331,image_2019-04-19_09-21-24_voiture_3331.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-21-24.jpg,1280,720,ground,216,390,276,416,3332,image_2019-04-19_09-21-24_ground_3332.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-21-41.jpg,1280,720,voiture,152,394,215,418,3333,image_2019-04-19_09-21-41_voiture_3333.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-21-41.jpg,1280,720,ground,218,392,281,416,3334,image_2019-04-19_09-21-41_ground_3334.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-21-57.jpg,1280,720,voiture,153,392,215,419,3335,image_2019-04-19_09-21-57_voiture_3335.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-21-57.jpg,1280,720,ground,217,390,279,417,3336,image_2019-04-19_09-21-57_ground_3336.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-22-14.jpg,1280,720,voiture,152,392,213,416,3337,image_2019-04-19_09-22-14_voiture_3337.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-22-14.jpg,1280,720,ground,215,390,276,414,3338,image_2019-04-19_09-22-14_ground_3338.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-22-31.jpg,1280,720,voiture,153,392,215,419,3339,image_2019-04-19_09-22-31_voiture_3339.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-22-31.jpg,1280,720,ground,217,390,279,417,3340,image_2019-04-19_09-22-31_ground_3340.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-22-48.jpg,1280,720,voiture,153,391,214,419,3341,image_2019-04-19_09-22-48_voiture_3341.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-22-48.jpg,1280,720,ground,216,389,277,417,3342,image_2019-04-19_09-22-48_ground_3342.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-23-04.jpg,1280,720,voiture,155,391,213,418,3343,image_2019-04-19_09-23-04_voiture_3343.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-23-04.jpg,1280,720,ground,215,389,273,416,3344,image_2019-04-19_09-23-04_ground_3344.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-23-21.jpg,1280,720,voiture,153,391,213,416,3345,image_2019-04-19_09-23-21_voiture_3345.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-23-21.jpg,1280,720,ground,215,389,275,414,3346,image_2019-04-19_09-23-21_ground_3346.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-23-38.jpg,1280,720,voiture,156,391,215,417,3347,image_2019-04-19_09-23-38_voiture_3347.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-23-38.jpg,1280,720,ground,217,389,276,415,3348,image_2019-04-19_09-23-38_ground_3348.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-23-54.jpg,1280,720,voiture,154,392,215,417,3349,image_2019-04-19_09-23-54_voiture_3349.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-23-54.jpg,1280,720,ground,216,390,277,415,3350,image_2019-04-19_09-23-54_ground_3350.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-24-11.jpg,1280,720,voiture,153,392,216,417,3351,image_2019-04-19_09-24-11_voiture_3351.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-24-11.jpg,1280,720,ground,219,390,282,415,3352,image_2019-04-19_09-24-11_ground_3352.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-24-28.jpg,1280,720,voiture,152,391,216,418,3353,image_2019-04-19_09-24-28_voiture_3353.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-24-28.jpg,1280,720,ground,218,389,282,416,3354,image_2019-04-19_09-24-28_ground_3354.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-24-45.jpg,1280,720,voiture,155,393,215,417,3355,image_2019-04-19_09-24-45_voiture_3355.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-24-45.jpg,1280,720,ground,217,391,277,415,3356,image_2019-04-19_09-24-45_ground_3356.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-25-01.jpg,1280,720,voiture,133,394,185,421,3357,image_2019-04-19_09-25-01_voiture_3357.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-25-01.jpg,1280,720,ground,186,392,238,419,3358,image_2019-04-19_09-25-01_ground_3358.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-25-18.jpg,1280,720,voiture,188,392,251,414,3359,image_2019-04-19_09-25-18_voiture_3359.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-25-18.jpg,1280,720,ground,254,390,317,412,3360,image_2019-04-19_09-25-18_ground_3360.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-25-35.jpg,1280,720,voiture,863,315,893,323,3361,image_2019-04-19_09-25-35_voiture_3361.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-25-35.jpg,1280,720,ground,831,313,861,321,3362,image_2019-04-19_09-25-35_ground_3362.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-41-44.jpg,1280,720,voiture,338,377,382,398,3363,image_2019-04-19_09-41-44_voiture_3363.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-41-44.jpg,1280,720,ground,384,375,428,396,3364,image_2019-04-19_09-41-44_ground_3364.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-42-01.jpg,1280,720,voiture,337,376,380,395,3365,image_2019-04-19_09-42-01_voiture_3365.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-42-01.jpg,1280,720,ground,381,374,424,393,3366,image_2019-04-19_09-42-01_ground_3366.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-42-17.jpg,1280,720,voiture,141,398,194,419,3367,image_2019-04-19_09-42-17_voiture_3367.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-42-17.jpg,1280,720,ground,196,396,249,417,3368,image_2019-04-19_09-42-17_ground_3368.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-42-34.jpg,1280,720,voiture,522,357,560,372,3369,image_2019-04-19_09-42-34_voiture_3369.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-42-34.jpg,1280,720,ground,482,355,520,370,3370,image_2019-04-19_09-42-34_ground_3370.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-53-26.jpg,1280,720,voiture,221,388,273,410,3371,image_2019-04-19_09-53-26_voiture_3371.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-53-26.jpg,1280,720,ground,275,386,327,408,3372,image_2019-04-19_09-53-26_ground_3372.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-59-00.jpg,1280,720,incertain,1176,260,1197,268,3373,image_2019-04-19_09-59-00_incertain_3373.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_09-59-00.jpg,1280,720,ground,1153,258,1174,266,3374,image_2019-04-19_09-59-00_ground_3374.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-05-24.jpg,1280,720,tracteur,222,380,297,409,3375,image_2019-04-19_10-05-24_tracteur_3375.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-05-24.jpg,1280,720,ground,300,378,375,407,3376,image_2019-04-19_10-05-24_ground_3376.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-05-41.jpg,1280,720,tracteur,1,403,93,440,3377,image_2019-04-19_10-05-41_tracteur_3377.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-05-41.jpg,1280,720,ground,95,401,188,438,3378,image_2019-04-19_10-05-41_ground_3378.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-05-57.jpg,1280,720,tracteur,1,402,35,444,3379,image_2019-04-19_10-05-57_tracteur_3379.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-05-57.jpg,1280,720,ground,37,400,72,442,3380,image_2019-04-19_10-05-57_ground_3380.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-06-31.jpg,1280,720,tracteur,237,375,305,409,3381,image_2019-04-19_10-06-31_tracteur_3381.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-06-31.jpg,1280,720,ground,307,373,375,407,3382,image_2019-04-19_10-06-31_ground_3382.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-06-48.jpg,1280,720,tracteur,507,345,563,375,3383,image_2019-04-19_10-06-48_tracteur_3383.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-06-48.jpg,1280,720,ground,449,343,505,373,3384,image_2019-04-19_10-06-48_ground_3384.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-07-04.jpg,1280,720,tracteur,549,336,600,369,3385,image_2019-04-19_10-07-04_tracteur_3385.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-07-04.jpg,1280,720,ground,602,334,653,367,3386,image_2019-04-19_10-07-04_ground_3386.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-07-21.jpg,1280,720,tracteur,453,349,517,381,3387,image_2019-04-19_10-07-21_tracteur_3387.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-07-21.jpg,1280,720,ground,387,347,451,379,3388,image_2019-04-19_10-07-21_ground_3388.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-07-38.jpg,1280,720,tracteur,151,381,234,422,3389,image_2019-04-19_10-07-38_tracteur_3389.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-07-38.jpg,1280,720,ground,236,379,319,420,3390,image_2019-04-19_10-07-38_ground_3390.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-07-54.jpg,1280,720,tracteur,2,399,103,445,3391,image_2019-04-19_10-07-54_tracteur_3391.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-07-54.jpg,1280,720,ground,106,397,207,443,3392,image_2019-04-19_10-07-54_ground_3392.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-08-11.jpg,1280,720,tracteur,373,358,453,394,3393,image_2019-04-19_10-08-11_tracteur_3393.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-08-11.jpg,1280,720,ground,290,356,370,392,3394,image_2019-04-19_10-08-11_ground_3394.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-08-28.jpg,1280,720,tracteur,629,333,663,363,3395,image_2019-04-19_10-08-28_tracteur_3395.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-08-28.jpg,1280,720,ground,665,331,699,361,3396,image_2019-04-19_10-08-28_ground_3396.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-08-45.jpg,1280,720,tracteur,388,356,460,393,3397,image_2019-04-19_10-08-45_tracteur_3397.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-08-45.jpg,1280,720,ground,462,354,534,391,3398,image_2019-04-19_10-08-45_ground_3398.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-09-01.jpg,1280,720,tracteur,31,395,127,436,3399,image_2019-04-19_10-09-01_tracteur_3399.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-09-01.jpg,1280,720,ground,130,393,226,434,3400,image_2019-04-19_10-09-01_ground_3400.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-09-18.jpg,1280,720,tracteur,175,380,266,425,3401,image_2019-04-19_10-09-18_tracteur_3401.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-09-18.jpg,1280,720,ground,268,378,359,423,3402,image_2019-04-19_10-09-18_ground_3402.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-09-35.jpg,1280,720,tracteur,511,344,582,380,3403,image_2019-04-19_10-09-35_tracteur_3403.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-09-35.jpg,1280,720,ground,438,342,509,378,3404,image_2019-04-19_10-09-35_ground_3404.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-09-51.jpg,1280,720,tracteur,546,340,609,372,3405,image_2019-04-19_10-09-51_tracteur_3405.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-09-51.jpg,1280,720,ground,480,338,543,370,3406,image_2019-04-19_10-09-51_ground_3406.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-10-08.jpg,1280,720,tracteur,243,371,327,412,3407,image_2019-04-19_10-10-08_tracteur_3407.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-10-08.jpg,1280,720,ground,330,369,414,410,3408,image_2019-04-19_10-10-08_ground_3408.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-10-25.jpg,1280,720,tracteur,1,402,67,448,3409,image_2019-04-19_10-10-25_tracteur_3409.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-10-25.jpg,1280,720,ground,69,400,136,446,3410,image_2019-04-19_10-10-25_ground_3410.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-10-41.jpg,1280,720,tracteur,377,356,453,399,3411,image_2019-04-19_10-10-41_tracteur_3411.JPG
./DonneesPI/timeLapsePhotos_Pi1_1,image_2019-04-19_10-10-41.jpg,1280,720,ground,456,354,532,397,3412,image_2019-04-19_10-10-41_ground_3412.JPG
